Name	ZS	DA	GG	NO	QU	SL	TA	WE	ZY
led96761	0	0	1	0	0	1	0	0	0
led96762	0	0	1	0	0	0	0	1	0
led96763	0	0	1	0	0	0	0	1	0
led96764	0	0	1	0	0	0	0	1	0
led96765	0	0	1	0	0	0	0	1	0
led96766	0	0	1	0	0	0	0	0	1
led96767	0	0	1	0	0	1	0	0	0
led96768	1	0	1	0	0	0	0	0	0
led96769	1	0	1	0	0	0	0	0	0
led96770	0	0	1	0	0	0	0	0	1
led96771	0	0	0	0	0	0	0	1	1
led96772	0	0	1	0	0	0	0	0	1
led96773	0	0	1	0	0	0	0	0	1
led96774	0	0	1	0	0	0	0	1	0
led96775	1	0	1	0	0	0	0	0	0
led96776	0	0	1	0	0	0	0	1	0
led96777	0	0	1	1	0	0	0	0	0
led96778	0	0	1	0	0	0	0	0	1
led96779	0	0	1	0	0	1	0	0	0
led96780	0	0	1	0	0	1	0	0	0
led96781	1	0	1	0	0	0	0	0	0
led96782	1	0	1	0	0	0	0	0	0
led96783	0	0	1	0	0	0	0	0	1
led96784	0	0	1	0	0	0	1	0	0
led96785	0	0	1	0	0	0	1	0	0
led96786	0	0	1	0	0	1	0	0	0
led96787	0	0	1	0	0	1	0	0	0
led96788	0	0	1	0	0	0	0	0	1
led96789	0	0	1	1	0	0	0	0	0
led96790	0	0	1	1	0	0	0	0	0
led96791	0	0	1	0	0	0	0	0	1
led96792	0	0	1	0	0	0	0	0	1
led96793	0	0	1	0	0	1	0	0	0
led96794	0	0	1	0	0	0	0	0	1
led96795	1	0	1	0	0	0	0	0	0
led96796	0	0	1	0	0	0	0	0	1
led96797	0	0	1	0	0	1	0	0	0
led96798	0	0	1	1	0	0	0	0	0
led96799	0	0	1	0	0	1	0	0	0
led96800	1	0	1	0	0	0	0	0	0
led96801	1	0	1	0	0	0	0	0	0
led96802	0	0	1	0	0	0	0	0	1
led96803	0	0	1	1	0	0	0	0	0
led96804	1	0	1	0	0	0	0	0	0
led96805	0	0	1	0	1	0	0	0	0
led96806	0	0	1	0	0	0	0	0	1
led96807	1	0	1	0	0	0	0	0	0
led96808	0	0	1	0	1	0	0	0	0
led96809	0	0	1	0	0	1	0	0	0
led96810	0	0	1	0	0	1	0	0	0
led96811	1	0	1	0	0	0	0	0	0
led96812	1	0	1	0	0	0	0	0	0
led96813	0	0	1	1	0	0	0	0	0
led96814	1	0	1	0	0	0	0	0	0
led96815	1	0	1	0	0	0	0	0	0
led96816	0	0	1	0	0	0	0	1	0
led96817	0	0	1	0	0	0	0	0	1
led96818	1	0	1	0	0	0	0	0	0
led96819	1	0	1	0	0	0	0	0	0
led96820	0	0	1	0	0	0	0	0	1
led96821	0	0	1	0	1	0	0	0	0
led96822	0	0	1	0	1	0	0	0	0
led96823	0	0	1	0	1	0	0	0	0
led96824	0	0	1	0	1	0	0	0	0
led96825	0	0	1	0	0	0	0	1	0
led96826	0	0	1	0	0	1	0	0	0
led96827	0	0	1	0	0	1	0	0	0
led96828	0	0	1	0	0	0	0	0	1
led96829	0	0	1	0	0	1	0	0	0
led96830	0	0	1	0	0	0	1	0	0
led96831	0	0	1	0	0	0	1	0	0
led96832	0	0	1	1	0	0	0	0	0
led96833	0	0	1	0	0	0	1	0	0
led96834	0	0	1	1	0	0	0	0	0
led96835	0	0	1	0	0	1	0	0	0
led96836	0	0	1	1	0	0	0	0	0
led96837	0	0	1	0	0	0	0	1	0
led96838	1	0	1	0	0	0	0	0	0
led96839	1	0	1	0	0	0	0	0	0
led96840	1	0	1	0	0	0	0	0	0
led96841	0	0	1	1	0	0	0	0	0
led96842	1	0	0	1	0	0	0	0	0
led96843	1	0	1	0	0	0	0	0	0
led96844	1	0	1	0	0	0	0	0	0
led96845	0	0	1	0	0	1	0	0	0
led96846	0	0	1	0	0	1	0	0	0
led96847	0	0	1	0	0	0	0	0	1
led96848	0	0	1	0	0	0	0	0	1
led96849	1	0	1	0	0	0	0	0	0
led96850	0	0	1	0	1	0	0	0	0
led96851	1	0	1	0	0	0	0	0	0
led96852	0	0	1	0	0	1	0	0	0
led96853	0	0	1	0	0	1	0	0	0
led96854	0	0	1	0	0	0	0	1	0
led96855	0	0	1	0	1	0	0	0	0
led96856	0	0	1	0	0	1	0	0	0
led96857	0	0	1	0	0	0	0	1	0
led96858	0	0	1	0	0	1	0	0	0
led96859	0	0	1	0	0	1	0	0	0
led96860	0	0	1	0	0	0	0	0	1
led96861	0	0	1	0	1	0	0	0	0
led96862	0	0	1	0	1	0	0	0	0
led96863	0	0	1	0	0	0	0	0	1
led96864	0	0	1	0	0	0	0	0	1
led96865	1	0	1	0	0	0	0	0	0
led96866	1	0	1	0	0	0	0	0	0
led96867	0	0	1	0	0	1	0	0	0
led96868	0	0	1	0	0	0	0	1	0
led96869	1	0	1	0	0	0	0	0	0
led96870	1	0	1	0	0	0	0	0	0
led96871	0	0	1	0	1	0	0	0	0
led96872	1	0	1	0	0	0	0	0	0
led96873	1	0	1	0	0	0	0	0	0
led96874	0	0	1	0	0	1	0	0	0
led96875	0	0	1	0	0	1	0	0	0
led96876	1	0	1	0	0	0	0	0	0
led96877	0	0	1	1	0	0	0	0	0
led96878	0	0	1	0	0	0	0	1	0
led96879	1	0	1	0	0	0	0	0	0
led96880	0	0	1	0	1	0	0	0	0
led96881	0	0	1	0	0	0	1	0	0
led96882	0	0	1	0	0	0	0	1	0
led96883	0	0	1	0	0	0	0	1	0
led96884	0	0	1	1	0	0	0	0	0
led96885	0	0	0	1	0	0	0	0	1
led96886	1	0	1	0	0	0	0	0	0
led96887	0	0	1	0	0	0	0	0	1
led96888	0	0	1	0	0	0	1	0	0
led96889	0	0	1	0	0	0	1	0	0
led96890	0	0	1	0	0	0	0	0	1
led96891	0	0	1	0	1	0	0	0	0
led96892	0	0	1	0	0	0	0	0	1
led96893	0	0	1	1	0	0	0	0	0
led96894	0	0	1	1	0	0	0	0	0
led96895	0	0	1	0	0	0	0	0	1
led96896	0	0	1	0	0	0	0	0	1
led96897	0	0	1	0	0	0	0	0	1
led96898	0	0	1	0	0	0	0	0	1
led96899	0	0	1	0	0	0	0	1	0
led96900	0	0	1	1	0	0	0	0	0
led96901	0	0	1	0	0	0	1	0	0
led96902	0	0	1	0	0	0	0	0	1
led96903	0	0	1	0	0	0	0	0	1
led96904	0	0	1	0	0	0	0	0	1
led96905	0	0	1	0	0	0	1	0	0
led96906	0	0	1	0	0	1	0	0	0
led96907	0	0	1	0	0	0	0	1	0
led96908	0	0	1	0	0	0	0	1	0
led96909	1	0	1	0	0	0	0	0	0
led96910	0	0	1	1	0	0	0	0	0
led96911	1	0	1	0	0	0	0	0	0
led96912	0	0	1	0	0	1	0	0	0
led96913	1	0	1	0	0	0	0	0	0
led96914	0	0	1	0	0	0	0	0	1
led96915	0	0	1	0	0	0	0	0	1
led96916	1	0	1	0	0	0	0	0	0
led96917	0	0	1	0	0	1	0	0	0
led96918	0	0	1	0	0	0	0	1	0
led96919	1	0	1	0	0	0	0	0	0
led96920	0	0	1	0	0	0	1	0	0
led96921	0	0	1	0	0	0	1	0	0
led96922	0	0	1	0	1	0	0	0	0
led96923	1	0	1	0	0	0	0	0	0
led96924	0	0	1	1	0	0	0	0	0
led96925	0	0	1	0	0	0	0	0	1
led96926	0	0	1	0	0	0	0	1	0
led96927	1	0	1	0	0	0	0	0	0
led96928	0	0	1	0	0	1	0	0	0
led96929	0	0	1	0	0	1	0	0	0
led96930	0	0	1	0	0	1	0	0	0
led96931	0	0	1	1	0	0	0	0	0
led96932	0	0	1	0	0	0	1	0	0
led96933	1	0	1	0	0	0	0	0	0
led96934	1	0	1	0	0	0	0	0	0
led96935	0	0	1	0	1	0	0	0	0
led96936	1	0	1	0	0	0	0	0	0
led96937	1	0	1	0	0	0	0	0	0
led96938	0	0	1	0	0	0	0	1	0
led96939	0	0	1	0	0	1	0	0	0
led96940	0	0	1	0	1	0	0	0	0
led96941	1	0	1	0	0	0	0	0	0
led96942	0	0	1	0	0	0	0	1	0
led96943	1	0	1	0	0	0	0	0	0
led96944	0	0	1	1	0	0	0	0	0
led96945	0	0	1	1	0	0	0	0	0
led96946	0	0	1	0	0	0	0	0	1
led96947	0	0	1	0	1	0	0	0	0
led96948	1	0	1	0	0	0	0	0	0
led96949	0	0	1	0	0	0	0	0	1
led96950	0	0	1	0	0	0	0	1	0
led96951	0	0	1	1	0	0	0	0	0
led96952	0	0	1	0	0	0	0	1	0
led96953	1	0	1	0	0	0	0	0	0
led96954	0	0	1	0	0	0	0	0	1
led96955	0	0	1	0	1	0	0	0	0
led96956	0	0	1	0	0	0	0	1	0
led96957	0	0	1	0	0	0	1	0	0
led96958	0	0	1	1	0	0	0	0	0
led96959	0	0	1	0	0	0	0	1	0
led96960	0	0	1	1	0	0	0	0	0
led96961	0	0	1	1	0	0	0	0	0
led96962	0	0	1	0	1	0	0	0	0
led96963	0	0	1	0	0	0	0	1	0
led96964	0	0	1	0	1	0	0	0	0
led96965	0	0	1	1	0	0	0	0	0
led96966	0	0	1	0	0	0	0	1	0
led96967	0	0	1	0	0	1	0	0	0
led96968	0	0	1	0	1	0	0	0	0
led96969	0	0	1	0	0	1	0	0	0
led96970	0	0	1	0	0	1	0	0	0
led96971	0	0	1	0	0	0	0	1	0
led96972	0	0	1	0	0	0	0	0	1
led96973	0	0	1	0	1	0	0	0	0
led96974	0	0	1	0	0	0	0	0	1
led96975	0	0	1	0	0	0	0	1	0
led96976	0	0	1	0	0	0	0	0	1
led96977	0	0	1	0	0	0	0	0	1
led96978	1	0	1	0	0	0	0	0	0
led96979	0	0	1	0	1	0	0	0	0
led96980	0	0	1	0	0	0	0	1	0
led96981	0	0	1	0	0	0	0	0	1
led96982	0	0	1	0	0	0	0	0	1
led96983	0	0	1	0	0	0	0	0	1
led96984	1	0	1	0	0	0	0	0	0
led96985	1	0	1	0	0	0	0	0	0
led96986	0	0	1	0	0	0	1	0	0
led96987	0	0	1	0	0	0	0	0	1
led96988	0	0	1	0	0	0	1	0	0
led96989	1	0	1	0	0	0	0	0	0
led96990	0	0	1	0	1	0	0	0	0
led96991	0	0	1	0	0	1	0	0	0
led96992	0	0	1	0	0	1	0	0	0
led96993	0	0	1	0	0	0	0	0	1
led96994	0	0	1	0	0	0	0	0	1
led96995	0	0	1	1	0	0	0	0	0
led96996	0	0	1	0	0	1	0	0	0
led96997	0	0	1	0	0	1	0	0	0
led96998	0	0	1	0	0	1	0	0	0
led96999	0	0	1	0	0	1	0	0	0
led97000	1	0	1	0	0	0	0	0	0
led97001	0	0	1	0	0	1	0	0	0
led97002	0	0	1	0	0	1	0	0	0
led97003	0	0	1	0	0	1	0	0	0
led97004	0	0	1	0	0	1	0	0	0
led97005	0	0	1	0	0	1	0	0	0
led97006	0	0	1	1	0	0	0	0	0
led97007	0	0	1	0	0	0	1	0	0
led97008	0	0	1	1	0	0	0	0	0
led97009	0	0	1	0	1	0	0	0	0
led97010	0	0	1	0	0	0	0	0	1
led97011	0	0	1	0	0	0	0	0	1
led97012	0	0	1	0	0	0	1	0	0
led97013	0	0	1	0	0	1	0	0	0
led97014	0	0	1	0	0	1	0	0	0
led97015	0	0	1	0	0	0	0	1	0
led97016	0	0	1	0	0	0	0	0	1
led97017	1	0	1	0	0	0	0	0	0
led97018	0	0	0	0	0	0	0	1	1
led97019	0	0	1	1	0	0	0	0	0
led97020	0	0	1	0	0	0	0	0	1
led97021	0	0	1	0	0	0	0	1	0
led97022	0	0	1	0	0	0	0	0	1
led97023	0	0	1	0	0	0	0	0	1
led97024	0	0	1	0	0	0	1	0	0
led97025	0	0	1	0	0	0	0	0	1
led97026	0	0	1	1	0	0	0	0	0
led97027	0	0	1	0	0	0	0	0	1
led97028	1	0	0	0	0	0	1	0	0
led97029	0	0	1	0	0	0	0	0	1
led97030	0	0	1	1	0	0	0	0	0
led97031	0	0	1	0	0	0	1	0	0
led97032	1	0	1	0	0	0	0	0	0
led97033	0	0	1	0	0	0	0	1	0
led97034	0	0	1	0	0	0	1	0	0
led97035	0	0	1	0	1	0	0	0	0
led97036	1	0	1	0	0	0	0	0	0
led97037	0	0	1	1	0	0	0	0	0
led97038	0	0	1	0	0	0	1	0	0
led97039	0	0	1	0	0	0	0	0	1
led97040	0	0	1	0	0	0	0	0	1
led97041	0	0	1	0	0	0	0	0	1
led97042	0	0	1	0	0	0	0	1	0
led97043	1	0	1	0	0	0	0	0	0
led97044	0	0	1	0	1	0	0	0	0
led97045	1	0	1	0	0	0	0	0	0
led97046	1	0	1	0	0	0	0	0	0
led97047	0	0	1	1	0	0	0	0	0
led97048	1	0	1	0	0	0	0	0	0
led97049	1	0	1	0	0	0	0	0	0
led97050	0	0	1	0	0	0	0	0	1
led97051	1	0	1	0	0	0	0	0	0
led97052	1	0	1	0	0	0	0	0	0
led97053	1	0	1	0	0	0	0	0	0
led97054	0	0	1	1	0	0	0	0	0
led97055	0	0	1	0	0	0	1	0	0
led97056	1	0	1	0	0	0	0	0	0
led97057	1	0	1	0	0	0	0	0	0
led97058	0	0	1	1	0	0	0	0	0
led97059	0	0	1	0	1	0	0	0	0
led97060	1	0	1	0	0	0	0	0	0
led97061	0	0	1	0	0	0	0	1	0
led97062	0	0	1	0	0	0	1	0	0
led97063	0	0	1	0	0	0	0	0	1
led97064	0	0	1	0	0	0	0	0	1
led97065	0	0	1	0	0	0	0	0	1
led97066	0	0	1	0	0	0	0	0	1
led97067	0	0	1	0	0	0	0	0	1
led97068	0	0	1	0	0	0	0	0	1
led97069	0	0	1	0	1	0	0	0	0
led97070	1	0	1	0	0	0	0	0	0
led97071	0	0	1	0	0	0	0	0	1
led97072	0	0	1	0	0	1	0	0	0
led97073	0	0	1	0	0	0	0	0	1
led97074	0	0	1	0	0	0	0	1	0
led97075	0	0	1	0	0	0	0	0	1
led97076	0	0	1	0	1	0	0	0	0
led97077	1	0	1	0	0	0	0	0	0
led97078	0	0	1	0	0	0	0	0	1
led97079	0	0	1	0	0	0	0	1	0
led97080	0	0	1	1	0	0	0	0	0
led97081	0	0	1	0	0	1	0	0	0
led97082	0	0	1	1	0	0	0	0	0
led97083	0	0	1	0	0	1	0	0	0
led97084	0	0	1	0	0	1	0	0	0
led97085	0	0	1	0	0	0	0	0	1
led97086	0	0	1	0	0	0	1	0	0
led97087	1	0	1	0	0	0	0	0	0
led97088	0	0	1	0	0	1	0	0	0
led97089	0	0	1	0	0	1	0	0	0
led97090	0	0	1	0	1	0	0	0	0
led97091	0	0	1	0	0	0	1	0	0
led97092	0	0	1	0	0	0	1	0	0
led97093	0	0	1	0	0	0	0	0	1
led97094	1	0	1	0	0	0	0	0	0
led97095	1	0	1	0	0	0	0	0	0
led97096	0	0	1	0	0	0	0	1	0
led97097	0	0	1	0	0	0	0	1	0
led97098	0	0	1	0	0	1	0	0	0
led97099	0	0	1	0	0	0	0	1	0
led97100	1	0	1	0	0	0	0	0	0
led97101	0	0	1	0	0	1	0	0	0
led97102	0	0	1	0	0	1	0	0	0
led97103	0	0	1	0	0	0	0	0	1
led97104	0	0	1	0	0	1	0	0	0
led97105	0	0	1	0	0	0	0	1	0
led97106	0	0	1	0	0	0	0	0	1
led97107	0	0	1	0	0	0	0	1	0
led97108	1	0	1	0	0	0	0	0	0
led97109	0	0	1	0	0	0	1	0	0
led97110	0	0	1	0	0	0	1	0	0
led97111	0	0	1	0	0	0	1	0	0
led97112	0	0	1	0	0	0	0	1	0
led97113	0	0	1	0	0	0	1	0	0
led97114	0	0	1	1	0	0	0	0	0
led97115	0	0	1	1	0	0	0	0	0
led97116	0	0	1	0	1	0	0	0	0
led97117	0	0	1	0	1	0	0	0	0
led97118	0	0	1	0	1	0	0	0	0
led97119	1	0	1	0	0	0	0	0	0
led97120	0	0	1	0	0	0	1	0	0
led97121	0	0	1	0	0	0	1	0	0
led97122	0	0	0	0	0	0	1	1	0
led97123	0	0	1	0	0	0	0	1	0
led97124	1	0	1	0	0	0	0	0	0
led97125	1	0	1	0	0	0	0	0	0
led97126	1	0	1	0	0	0	0	0	0
led97127	0	0	1	0	0	0	0	1	0
led97128	0	0	1	0	0	0	0	1	0
led97129	0	0	1	1	0	0	0	0	0
led97130	1	0	1	0	0	0	0	0	0
led97131	0	0	1	0	0	0	1	0	0
led97132	0	0	1	0	0	0	0	1	0
led97133	1	0	0	0	0	1	0	0	0
led97134	1	0	1	0	0	0	0	0	0
led97135	0	0	1	0	0	0	0	0	1
led97136	0	0	1	0	0	0	1	0	0
led97137	0	0	1	0	0	0	0	0	1
led97138	1	0	1	0	0	0	0	0	0
led97139	0	0	1	0	0	1	0	0	0
led97140	0	0	1	0	0	0	0	0	1
led97141	0	0	1	0	0	0	0	1	0
led97142	0	0	0	0	0	0	0	1	1
led97143	0	0	1	0	0	1	0	0	0
led97144	0	0	1	0	0	0	0	0	1
led97145	0	0	1	0	0	1	0	0	0
led97146	0	0	1	0	0	1	0	0	0
led97147	0	0	1	0	1	0	0	0	0
led97148	0	0	1	0	0	0	1	0	0
led97149	0	0	1	0	0	0	0	0	1
led97150	0	0	1	1	0	0	0	0	0
led97151	1	0	1	0	0	0	0	0	0
led97152	0	0	1	0	0	0	1	0	0
led97153	1	0	1	0	0	0	0	0	0
led97154	0	0	1	0	1	0	0	0	0
led97155	0	0	1	0	0	1	0	0	0
led97156	0	0	1	0	0	1	0	0	0
led97157	0	0	1	0	0	1	0	0	0
led97158	0	0	1	0	0	1	0	0	0
led97159	0	0	1	0	0	0	0	0	1
led97160	0	0	1	0	0	0	0	0	1
led97161	0	0	1	0	0	0	0	0	1
led97162	0	0	1	0	0	0	0	1	0
led97163	0	0	1	0	0	1	0	0	0
led97164	0	0	1	0	0	0	0	0	1
led97165	0	0	1	0	0	0	1	0	0
led97166	0	0	1	0	0	1	0	0	0
led97167	0	0	1	0	0	1	0	0	0
led97168	0	0	1	0	0	1	0	0	0
led97169	0	0	1	1	0	0	0	0	0
led97170	0	0	1	0	0	1	0	0	0
led97171	0	0	1	0	0	1	0	0	0
led97172	0	0	1	0	0	0	0	1	0
led97173	0	0	1	1	0	0	0	0	0
led97174	0	0	1	0	1	0	0	0	0
led97175	0	0	0	0	0	1	1	0	0
led97176	0	0	1	0	0	0	0	1	0
led97177	0	0	1	1	0	0	0	0	0
led97178	1	0	1	0	0	0	0	0	0
led97179	1	0	1	0	0	0	0	0	0
led97180	1	0	1	0	0	0	0	0	0
led97181	0	0	1	0	0	0	0	1	0
led97182	0	0	1	0	0	0	1	0	0
led97183	0	0	1	0	0	0	0	0	1
led97184	0	0	1	0	1	0	0	0	0
led97185	1	0	1	0	0	0	0	0	0
led97186	0	0	1	0	0	1	0	0	0
led97187	0	0	1	0	0	1	0	0	0
led97188	0	0	1	0	0	0	0	0	1
led97189	0	0	1	0	0	1	0	0	0
led97190	0	0	1	1	0	0	0	0	0
led97191	0	0	1	0	0	0	0	0	1
led97192	0	0	1	0	1	0	0	0	0
led97193	1	0	1	0	0	0	0	0	0
led97194	1	0	1	0	0	0	0	0	0
led97195	0	0	1	0	1	0	0	0	0
led97196	0	0	1	1	0	0	0	0	0
led97197	0	0	1	0	0	0	1	0	0
led97198	0	0	1	0	0	0	0	1	0
led97199	0	0	1	0	0	0	0	1	0
led97200	0	0	1	0	0	0	0	1	0
led97201	0	0	1	0	0	0	0	0	1
led97202	0	0	1	0	0	0	0	0	1
led97203	0	0	1	1	0	0	0	0	0
led97204	0	0	1	0	0	1	0	0	0
led97205	0	0	1	0	0	0	0	1	0
led97206	0	0	1	0	0	0	0	0	1
led97207	0	0	1	0	0	1	0	0	0
led97208	0	0	1	1	0	0	0	0	0
led97209	0	0	1	0	1	0	0	0	0
led97210	0	0	1	0	0	0	0	1	0
led97211	0	0	1	0	0	0	0	1	0
led97212	0	0	1	1	0	0	0	0	0
led97213	0	0	1	1	0	0	0	0	0
led97214	0	0	1	0	0	1	0	0	0
led97215	0	0	1	0	0	1	0	0	0
led97216	0	0	1	0	1	0	0	0	0
led97217	0	0	1	0	1	0	0	0	0
led97218	0	0	1	0	1	0	0	0	0
led97219	0	0	1	0	0	0	1	0	0
led97220	0	0	1	0	0	0	0	1	0
led97221	0	0	1	0	1	0	0	0	0
led97222	1	0	1	0	0	0	0	0	0
led97223	0	0	1	0	1	0	0	0	0
led97224	0	0	1	0	1	0	0	0	0
led97225	0	0	1	0	0	0	0	0	1
led97226	0	0	1	0	0	0	0	0	1
led97227	0	0	1	0	0	0	0	0	1
led97228	0	0	1	0	0	1	0	0	0
led97229	1	0	1	0	0	0	0	0	0
led97230	1	0	1	0	0	0	0	0	0
led97231	0	0	1	0	0	1	0	0	0
led97232	0	0	1	0	0	0	1	0	0
led97233	0	0	1	0	0	1	0	0	0
led97234	0	0	1	0	0	1	0	0	0
led97235	0	0	1	0	0	0	0	0	1
led97236	1	0	1	0	0	0	0	0	0
led97237	1	0	1	0	0	0	0	0	0
led97238	0	0	1	1	0	0	0	0	0
led97239	0	0	1	0	0	1	0	0	0
led97240	0	0	1	0	0	0	1	0	0
led97241	1	0	1	0	0	0	0	0	0
led97242	0	0	1	0	0	0	0	0	1
led97243	0	0	1	0	0	1	0	0	0
led97244	0	0	1	0	0	0	0	0	1
led97245	0	0	1	0	0	0	0	1	0
led97246	0	0	1	0	0	0	0	0	1
led97247	0	0	1	0	0	0	0	0	1
led97248	0	0	1	0	0	0	0	0	1
led97249	0	0	1	0	0	0	0	0	1
led97250	1	0	1	0	0	0	0	0	0
led97251	0	0	1	0	0	0	0	1	0
led97252	1	0	1	0	0	0	0	0	0
led97253	1	0	1	0	0	0	0	0	0
led97254	1	0	1	0	0	0	0	0	0
led97255	1	0	1	0	0	0	0	0	0
led97256	1	0	1	0	0	0	0	0	0
led97257	0	0	1	0	0	0	0	0	1
led97258	0	0	1	0	0	0	1	0	0
led97259	0	0	1	0	0	0	0	1	0
led97260	0	0	1	0	0	0	0	1	0
led97261	0	0	1	0	0	0	0	1	0
led97262	0	0	1	0	0	0	0	0	1
led97263	0	0	1	0	0	0	1	0	0
led97264	1	0	1	0	0	0	0	0	0
led97265	0	0	1	0	0	0	0	1	0
led97266	0	0	1	0	0	0	0	1	0
led97267	0	0	1	0	0	0	1	0	0
led97268	0	0	1	0	0	0	0	0	1
led97269	0	0	1	1	0	0	0	0	0
led97270	0	0	1	0	0	0	0	1	0
led97271	1	0	1	0	0	0	0	0	0
led97272	0	0	1	0	0	0	0	0	1
led97273	0	0	1	0	0	0	0	0	1
led97274	0	0	1	0	1	0	0	0	0
led97275	0	0	1	1	0	0	0	0	0
led97276	0	0	1	0	0	0	0	1	0
led97277	0	0	1	0	1	0	0	0	0
led97278	1	0	1	0	0	0	0	0	0
led97279	0	0	1	0	0	0	0	0	1
led97280	0	0	1	0	0	0	0	0	1
led97281	0	0	1	0	0	0	0	0	1
led97282	0	0	1	0	0	0	0	1	0
led97283	0	0	1	0	0	0	0	1	0
led97284	0	0	1	0	1	0	0	0	0
led97285	0	0	1	0	0	0	0	0	1
led97286	0	0	1	1	0	0	0	0	0
led97287	0	0	1	0	1	0	0	0	0
led97288	0	0	1	0	0	0	1	0	0
led97289	0	0	1	0	1	0	0	0	0
led97290	0	0	1	0	0	0	1	0	0
led97291	0	0	1	0	1	0	0	0	0
led97292	1	0	1	0	0	0	0	0	0
led97293	0	0	1	0	1	0	0	0	0
led97294	0	0	1	0	0	0	0	0	1
led97295	1	0	1	0	0	0	0	0	0
led97296	1	0	1	0	0	0	0	0	0
led97297	0	0	1	0	0	0	0	1	0
led97298	0	0	1	0	0	0	0	1	0
led97299	0	0	1	1	0	0	0	0	0
led97300	0	0	1	0	0	0	1	0	0
led97301	0	0	1	0	0	0	0	1	0
led97302	0	0	1	1	0	0	0	0	0
led97303	0	0	1	0	0	0	1	0	0
led97304	0	0	1	0	0	0	0	1	0
led97305	0	0	1	0	0	0	0	1	0
led97306	0	0	1	0	0	0	0	1	0
led97307	0	0	1	0	0	0	0	1	0
led97308	0	0	1	0	0	0	0	1	0
led97309	0	0	1	0	0	0	0	1	0
led97310	0	0	1	0	0	0	0	1	0
led97311	0	0	1	0	0	0	0	1	0
led97312	0	0	1	0	0	0	0	1	0
led97313	0	0	1	0	0	0	0	1	0
led97314	0	0	1	0	0	0	0	1	0
led97315	0	0	1	0	0	0	0	1	0
led97316	0	0	1	0	0	0	0	1	0
led97317	0	0	1	0	0	0	0	1	0
led97318	0	0	1	0	0	0	0	1	0
led97319	0	0	1	0	0	0	0	1	0
led97320	0	0	1	0	0	0	0	1	0
led97321	0	0	1	0	0	0	0	1	0
led97322	0	0	1	0	0	0	0	1	0
led97323	0	0	1	0	0	0	0	1	0
led97324	0	0	1	0	0	0	1	0	0
led97325	0	0	1	0	0	0	0	1	0
led97326	0	0	1	0	1	0	0	0	0
led97327	0	0	1	0	0	0	1	0	0
led97328	0	0	1	0	0	0	0	1	0
led97329	0	0	1	0	0	0	0	1	0
led97330	0	0	1	0	0	0	1	0	0
led97331	0	0	1	0	0	0	0	1	0
led97332	0	0	1	0	0	0	0	1	0
led97333	0	0	1	0	1	0	0	0	0
led97334	0	0	1	0	0	1	0	0	0
led97335	1	0	1	0	0	0	0	0	0
led97336	0	0	1	0	0	0	1	0	0
led97337	1	0	1	0	0	0	0	0	0
led97338	0	0	1	0	0	0	0	0	1
led97339	0	0	1	0	0	0	0	1	0
led97340	0	0	1	0	0	0	0	0	1
led97341	0	0	1	0	0	0	0	1	0
led97342	0	0	1	0	1	0	0	0	0
led97343	0	0	1	0	0	0	0	0	1
led97344	0	0	1	0	0	0	1	0	0
led97345	0	0	1	0	0	0	0	1	0
led97346	1	0	1	0	0	0	0	0	0
led97347	1	0	1	0	0	0	0	0	0
led97348	0	0	1	0	0	0	0	1	0
led97349	0	0	1	0	0	0	0	0	1
led97350	1	0	1	0	0	0	0	0	0
led97351	0	0	1	0	0	0	1	0	0
led97352	0	0	1	0	0	0	0	1	0
led97353	0	0	1	0	0	0	0	0	1
led97354	0	0	1	0	0	0	0	1	0
led97355	0	0	1	0	0	0	0	0	1
led97356	0	0	1	0	0	1	0	0	0
led97357	0	0	1	0	1	0	0	0	0
led97358	0	0	1	0	0	0	0	0	1
led97359	0	0	1	0	1	0	0	0	0
led97360	1	0	1	0	0	0	0	0	0
led97361	0	0	1	0	0	0	0	1	0
led97362	0	0	1	0	0	0	0	0	1
led97363	0	0	1	0	0	0	0	0	1
led97364	0	0	1	0	0	0	0	0	1
led97365	0	0	1	0	0	0	0	0	1
led97366	0	0	1	0	0	0	0	0	1
led97367	0	0	1	0	0	0	0	0	1
led97368	0	0	1	0	0	0	0	0	1
led97369	0	0	1	0	0	0	0	0	1
led97370	0	0	1	0	0	0	0	0	1
led97371	0	0	1	0	0	0	0	0	1
led97372	0	0	1	0	0	0	1	0	0
led97373	1	0	1	0	0	0	0	0	0
led97374	0	0	1	0	0	1	0	0	0
led97375	0	0	1	0	1	0	0	0	0
led97376	0	0	1	0	0	0	1	0	0
led97377	0	0	1	0	0	0	0	0	1
led97378	0	0	1	0	0	0	0	1	0
led97379	0	0	1	0	0	0	0	0	1
led97380	0	0	1	0	0	0	0	0	1
led97381	0	0	1	0	0	0	0	0	1
led97382	1	0	1	0	0	0	0	0	0
led97383	1	0	1	0	0	0	0	0	0
led97384	0	0	1	0	0	0	0	0	1
led97385	1	0	1	0	0	0	0	0	0
led97386	0	0	1	0	0	0	1	0	0
led97387	0	0	1	1	0	0	0	0	0
led97388	0	0	1	0	0	0	0	1	0
led97389	0	0	1	0	0	0	1	0	0
led97390	1	0	1	0	0	0	0	0	0
led97391	0	0	1	0	1	0	0	0	0
led97392	0	0	1	0	0	0	0	0	1
led97393	0	0	1	0	0	0	1	0	0
led97394	0	0	1	0	0	0	0	0	1
